priority_rank,sku_id,category,product_name,mrp_rupees,selling_price_rupees,discount_percent,available_quantity,weight_gms,is_out_of_stock,stockout_rate_pct,available_inventory_value_rupees,priority_score
47,1379,Beverages,RRO Mozzarella Block Cheese,295.0,147.0,50,0,200,True,21.71,0.0,55
48,546,Cooking Essentials,Madhur Pure And Hygienic Sugar,295.0,266.0,9,0,5000,True,12.45,0.0,55
49,1250,"Dairy, Bread & Batter",RRO Mozzarella Block Cheese,295.0,147.0,50,0,200,True,21.71,0.0,55
50,1060,Munchies,Madhur Pure And Hygienic Sugar,295.0,266.0,9,0,5000,True,12.45,0.0,55
51,2521,Chocolates & Candies,Kelloggs Corn Flakes With Real Strawberry Pure,265.0,236.0,10,0,575,True,11.6,0.0,55
52,2133,Ice Cream & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,265.0,236.0,10,0,575,True,11.6,0.0,55
53,1745,Packaged Food,Kelloggs Corn Flakes With Real Strawberry Pure,265.0,236.0,10,0,575,True,11.6,0.0,55
54,2604,"Meats, Fish & Eggs",Zorabian Chicken Leg Boneless,250.0,250.0,0,0,450,True,19.05,0.0,55
55,2603,"Meats, Fish & Eggs",Zorabian Chicken Mince,250.0,250.0,0,0,450,True,19.05,0.0,55
56,3630,Home & Cleaning,Comfort After Wash Fabric Conditioner Lily Fresh,235.0,212.0,9,0,860,True,9.84,0.0,55
57,549,Cooking Essentials,Fortune Soyabean Oil,210.0,181.0,13,0,1000,True,12.45,0.0,55
58,1063,Munchies,Fortune Soyabean Oil,210.0,181.0,13,0,1000,True,12.45,0.0,55
59,3632,Home & Cleaning,Surf Excel Quick Wash,208.0,195.0,6,0,1000,True,9.84,0.0,55
60,2598,"Meats, Fish & Eggs",Zorabian Chicken Kheema Parathas,190.0,190.0,0,0,300,True,19.05,0.0,55
61,583,Cooking Essentials,Daawat Super Basmati Rice,185.0,169.0,8,0,1000,True,12.45,0.0,55
62,1097,Munchies,Daawat Super Basmati Rice,185.0,169.0,8,0,1000,True,12.45,0.0,55
63,2528,Chocolates & Candies,Safal Frozen - Sweet Corn,160.0,152.0,5,0,1000,True,11.6,0.0,55
64,93,Fruits & Vegetables,Safal Frozen - Sweet Corn,160.0,152.0,5,0,1000,True,6.45,0.0,55
65,2140,Ice Cream & Desserts,Safal Frozen - Sweet Corn,160.0,152.0,5,0,1000,True,11.6,0.0,55
66,1752,Packaged Food,Safal Frozen - Sweet Corn,160.0,152.0,5,0,1000,True,11.6,0.0,55
67,2722,Biscuits,Dukes Waffy Chocolate Wafer Rolls,150.0,75.0,50,0,250,True,28.57,0.0,55
68,2605,"Meats, Fish & Eggs",Godrej Yummiez Chicken Breakfast Salami,150.0,143.0,4,0,250,True,19.05,0.0,55
69,2597,"Meats, Fish & Eggs",Zorabian Chicken Breast Boneless,145.0,145.0,0,0,450,True,19.05,0.0,55
70,2532,Chocolates & Candies,Del Monte Eggless Mayo,135.0,126.0,6,0,500,True,11.6,0.0,55
71,2144,Ice Cream & Desserts,Del Monte Eggless Mayo,135.0,126.0,6,0,500,True,11.6,0.0,55
72,1756,Packaged Food,Del Monte Eggless Mayo,135.0,126.0,6,0,500,True,11.6,0.0,55
73,592,Cooking Essentials,Popular Essentials Buckwheat Flour (Kuttu Atta),125.0,113.0,9,0,500,True,12.45,0.0,55
74,1106,Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),125.0,113.0,9,0,500,True,12.45,0.0,55
75,2530,Chocolates & Candies,Del Monte Original Blend Tomato Ketchup Pouch,120.0,111.0,7,0,950,True,11.6,0.0,55
76,2142,Ice Cream & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,120.0,111.0,7,0,950,True,11.6,0.0,55
77,1754,Packaged Food,Del Monte Original Blend Tomato Ketchup Pouch,120.0,111.0,7,0,950,True,11.6,0.0,55
78,565,Cooking Essentials,Satyam Singdana,119.0,111.0,6,0,500,True,12.45,0.0,55
79,1079,Munchies,Satyam Singdana,119.0,111.0,6,0,500,True,12.45,0.0,55
80,604,Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,102.0,94.0,7,0,1000,True,12.45,0.0,55
81,1118,Munchies,Pro Nature Organic Sonamasoori Brown Rice,102.0,94.0,7,0,1000,True,12.45,0.0,55
82,1359,Beverages,Amul Pizza Cheese - Mozzarella,100.0,99.0,1,0,200,True,21.71,0.0,55
83,1230,"Dairy, Bread & Batter",Amul Pizza Cheese - Mozzarella,100.0,99.0,1,0,200,True,21.71,0.0,55
84,3427,Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,100.0,84.0,16,0,500,True,6.14,0.0,55
85,3083,Personal Care,Godrej No.1 Bathing Soap – Lime & Aloe Vera,100.0,84.0,16,0,500,True,6.14,0.0,55
86,2520,Chocolates & Candies,Top Ramen Masala,91.0,82.0,9,0,560,True,11.6,0.0,55
87,590,Cooking Essentials,Top Ramen Masala,91.0,82.0,9,0,560,True,12.45,0.0,55
88,2132,Ice Cream & Desserts,Top Ramen Masala,91.0,82.0,9,0,560,True,11.6,0.0,55
89,1104,Munchies,Top Ramen Masala,91.0,82.0,9,0,560,True,12.45,0.0,55
90,1744,Packaged Food,Top Ramen Masala,91.0,82.0,9,0,560,True,11.6,0.0,55
91,566,Cooking Essentials,Tata Sampann Moong Chilka,88.0,82.0,6,0,500,True,12.45,0.0,55
92,1080,Munchies,Tata Sampann Moong Chilka,88.0,82.0,6,0,500,True,12.45,0.0,55
93,1371,Beverages,Amul Cheese Spread Spicy Garlic,85.0,82.0,3,0,200,True,21.71,0.0,55
94,1364,Beverages,Amul Cheese Spread Yummy Plain,85.0,85.0,0,0,200,True,21.71,0.0,55
95,1242,"Dairy, Bread & Batter",Amul Cheese Spread Spicy Garlic,85.0,82.0,3,0,200,True,21.71,0.0,55
96,1235,"Dairy, Bread & Batter",Amul Cheese Spread Yummy Plain,85.0,85.0,0,0,200,True,21.71,0.0,55
97,1377,Beverages,Prabhat Malai Paneer Pouch,80.0,80.0,0,0,200,True,21.71,0.0,55
98,2739,Biscuits,Cadbury Oreo Chocolatey Sandwich Biscuits Family Pack,80.0,80.0,0,0,300,True,28.57,0.0,55
99,557,Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),80.0,74.0,7,0,500,True,12.45,0.0,55
100,1248,"Dairy, Bread & Batter",Prabhat Malai Paneer Pouch,80.0,80.0,0,0,200,True,21.71,0.0,55
101,1071,Munchies,Popular Essentials Toor Dal (Un-Polished),80.0,74.0,7,0,500,True,12.45,0.0,55
102,1361,Beverages,Nestle A+ Slim Dahi - Low Fat,78.0,75.0,3,0,400,True,21.71,0.0,55
103,1232,"Dairy, Bread & Batter",Nestle A+ Slim Dahi - Low Fat,78.0,75.0,3,0,400,True,21.71,0.0,55
104,1352,Beverages,Amul Malai Paneer Fresh,76.0,73.0,3,0,200,True,21.71,0.0,55
105,1223,"Dairy, Bread & Batter",Amul Malai Paneer Fresh,76.0,73.0,3,0,200,True,21.71,0.0,55
106,2732,Biscuits,Britannia Nutrichoice 5 Grain Digestive Biscuits,75.0,75.0,0,0,200,True,28.57,0.0,55
107,1358,Beverages,Amul Cheese Slices,71.0,70.0,1,0,100,True,21.71,0.0,55
108,1229,"Dairy, Bread & Batter",Amul Cheese Slices,71.0,70.0,1,0,100,True,21.71,0.0,55
109,3629,Home & Cleaning,Rin Fabric Whitener Detergent,69.0,62.0,10,0,500,True,9.84,0.0,55
110,1367,Beverages,The Bake Shop Multi Grain Bread,65.0,65.0,0,0,400,True,21.71,0.0,55
111,2743,Biscuits,The Bake Shop Jeera Khari,65.0,65.0,0,0,200,True,28.57,0.0,55
112,1238,"Dairy, Bread & Batter",The Bake Shop Multi Grain Bread,65.0,65.0,0,0,400,True,21.71,0.0,55
113,597,Cooking Essentials,24 Mantra Organic Whole Wheat Atta,64.0,59.0,7,0,1000,True,12.45,0.0,55
114,1111,Munchies,24 Mantra Organic Whole Wheat Atta,64.0,59.0,7,0,1000,True,12.45,0.0,55
115,1354,Beverages,Amul Fresh Cream,63.0,63.0,0,0,250,True,21.71,0.0,55
116,1225,"Dairy, Bread & Batter",Amul Fresh Cream,63.0,63.0,0,0,250,True,21.71,0.0,55
117,2510,Chocolates & Candies,Safal Frozen Mixed Vegetables,60.0,57.0,5,0,500,True,11.6,0.0,55
118,544,Cooking Essentials,Madhur Sugar,60.0,56.0,6,0,1000,True,12.45,0.0,55
119,584,Cooking Essentials,Popular Essentials Sabudana,60.0,54.0,10,0,500,True,12.45,0.0,55
120,91,Fruits & Vegetables,Safal Frozen Mixed Vegetables,60.0,57.0,5,0,500,True,6.45,0.0,55
121,2122,Ice Cream & Desserts,Safal Frozen Mixed Vegetables,60.0,57.0,5,0,500,True,11.6,0.0,55
122,1058,Munchies,Madhur Sugar,60.0,56.0,6,0,1000,True,12.45,0.0,55
123,1098,Munchies,Popular Essentials Sabudana,60.0,54.0,10,0,500,True,12.45,0.0,55
124,1734,Packaged Food,Safal Frozen Mixed Vegetables,60.0,57.0,5,0,500,True,11.6,0.0,55
125,570,Cooking Essentials,Popular Essentials Black Brown Chana (Un-Polished),55.0,50.0,9,0,500,True,12.45,0.0,55
126,1084,Munchies,Popular Essentials Black Brown Chana (Un-Polished),55.0,50.0,9,0,500,True,12.45,0.0,55
127,2720,Biscuits,Britannia Milk Bikis Cream Biscuit,45.0,45.0,0,0,200,True,28.57,0.0,55
128,2728,Biscuits,Britannia Vita Marie Gold Biscuit,45.0,45.0,0,0,300,True,28.57,0.0,55
129,555,Cooking Essentials,Tata Sampann Poha,44.0,41.0,6,0,500,True,12.45,0.0,55
130,1069,Munchies,Tata Sampann Poha,44.0,41.0,6,0,500,True,12.45,0.0,55
131,1356,Beverages,The Bake Shop Whole Wheat Bread,40.0,40.0,0,0,400,True,21.71,0.0,55
132,1363,Beverages,The Bake Shop Whole Wheat Ladi Pav,40.0,40.0,0,0,200,True,21.71,0.0,55
133,2752,Biscuits,Patanjali Atta Doodh Rusk,40.0,40.0,0,0,300,True,28.57,0.0,55
134,1227,"Dairy, Bread & Batter",The Bake Shop Whole Wheat Bread,40.0,40.0,0,0,400,True,21.71,0.0,55
135,1234,"Dairy, Bread & Batter",The Bake Shop Whole Wheat Ladi Pav,40.0,40.0,0,0,200,True,21.71,0.0,55
136,562,Cooking Essentials,Satyam Thin Poha Patla,38.0,35.0,7,0,500,True,12.45,0.0,55
137,1076,Munchies,Satyam Thin Poha Patla,38.0,35.0,7,0,500,True,12.45,0.0,55
138,1362,Beverages,Britannia Cheese Garlic Bread,35.0,35.0,0,0,300,True,21.71,0.0,55
139,2721,Biscuits,Britannia Bourbon Chocolate Cream Biscuits,35.0,34.0,2,0,150,True,28.57,0.0,55
140,2738,Biscuits,Britannia Nutri Choice Cracker Sugar Free Biscuit,35.0,35.0,0,0,300,True,28.57,0.0,55
141,2730,Biscuits,Parle Fab! Jam-In Cream Filled,35.0,34.0,2,0,150,True,28.57,0.0,55
142,2753,Biscuits,Sunfeast Dark Fantasy Bourbon Bliss,35.0,35.0,0,0,150,True,28.57,0.0,55
143,547,Cooking Essentials,Satyam Poha Jada,35.0,32.0,8,0,500,True,12.45,0.0,55
144,1233,"Dairy, Bread & Batter",Britannia Cheese Garlic Bread,35.0,35.0,0,0,300,True,21.71,0.0,55
145,1061,Munchies,Satyam Poha Jada,35.0,32.0,8,0,500,True,12.45,0.0,55
146,1365,Beverages,Britannia Atta Kulcha,30.0,30.0,0,0,250,True,21.71,0.0,55
147,1374,Beverages,Britannia Burger Bun with Sesame Seed,30.0,30.0,0,0,200,True,21.71,0.0,55
148,1360,Beverages,The Bake Shop Pizza Base Whole Wheat,30.0,30.0,0,0,150,True,21.71,0.0,55
149,2713,Biscuits,Britannia Marie Gold Biscuits Packet,30.0,30.0,0,0,250,True,28.57,0.0,55
150,2744,Biscuits,"Cadbury Oreo Creme Biscuit - Vanilla, Original 120 g",30.0,29.0,3,0,120,True,28.57,0.0,55
151,2733,Biscuits,Cadbury Oreo Strawberry Bicuits,30.0,29.0,3,0,120,True,28.57,0.0,55
152,1236,"Dairy, Bread & Batter",Britannia Atta Kulcha,30.0,30.0,0,0,250,True,21.71,0.0,55
153,1245,"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,30.0,30.0,0,0,200,True,21.71,0.0,55
154,1231,"Dairy, Bread & Batter",The Bake Shop Pizza Base Whole Wheat,30.0,30.0,0,0,150,True,21.71,0.0,55
155,2724,Biscuits,Britannia Marie Gold Biscuit,28.0,28.0,0,0,200,True,28.57,0.0,55
156,1355,Beverages,Amul Lactose Free Milk,25.0,24.0,4,0,250,True,21.71,0.0,55
157,2717,Biscuits,Britannia Classic Little Hearts,25.0,25.0,0,0,75,True,28.57,0.0,55
158,2723,Biscuits,Britannia Milk Bikis Milky Sandwich,25.0,25.0,0,0,120,True,28.57,0.0,55
159,2719,Biscuits,Britannia Nice Time Biscuit,25.0,25.0,0,0,150,True,28.57,0.0,55
160,2716,Biscuits,Britannia Nutri Choice Digestive Biscuits Packet,25.0,25.0,0,0,100,True,28.57,0.0,55
161,2741,Biscuits,Britannia Treat Jimjam Cream Biscuits,25.0,25.0,0,0,100,True,28.57,0.0,55
162,1226,"Dairy, Bread & Batter",Amul Lactose Free Milk,25.0,24.0,4,0,250,True,21.71,0.0,55
163,551,Cooking Essentials,Aashirvaad Iodised Salt,22.0,19.0,13,0,1000,True,12.45,0.0,55
164,1065,Munchies,Aashirvaad Iodised Salt,22.0,19.0,13,0,1000,True,12.45,0.0,55
165,1372,Beverages,The Bake Shop Burger Buns,20.0,20.0,0,0,100,True,21.71,0.0,55
166,2714,Biscuits,Britannia Good Day Cashew Cookies,20.0,20.0,0,0,100,True,28.57,0.0,55
167,1243,"Dairy, Bread & Batter",The Bake Shop Burger Buns,20.0,20.0,0,0,100,True,21.71,0.0,55
168,2746,Biscuits,Bauli Moonfils - Vanilla,15.0,15.0,0,0,45,True,28.57,0.0,55
169,2736,Biscuits,Bauli Moonfils Choco Cream (With Egg),15.0,15.0,0,0,45,True,28.57,0.0,55
170,2740,Biscuits,Bauli Moonfils Orange Puff Roll,15.0,15.0,0,0,45,True,28.57,0.0,55
171,2726,Biscuits,Britannia 50-50 Maska Chaska Biscuit,10.0,10.0,0,0,46,True,28.57,0.0,55
172,2747,Biscuits,Britannia Roll Yo! Choco Swiss Roll (With Egg),10.0,10.0,0,0,28,True,28.57,0.0,55
173,2735,Biscuits,Britannia Roll Yo! Strawberry Swiss Roll,10.0,10.0,0,0,28,True,28.57,0.0,55
174,2712,Biscuits,Good Day Butter Cookies,10.0,10.0,0,0,75,True,28.57,0.0,55
175,2734,Biscuits,Sunfeast Mom's Magic Cashew & Almond Biscuit,10.0,10.0,0,0,60,True,28.57,0.0,55
176,2585,"Meats, Fish & Eggs",Fresh Mutton Mince - Kheema (Halal),515.0,495.0,3,1,500,False,19.05,495.0,50
177,3441,Paan Corner,"MamyPoko Pants Standard Diapers, Extra Large (12 - 17 kg)",399.0,369.0,7,0,26,True,6.14,0.0,50
178,3097,Personal Care,"MamyPoko Pants Standard Diapers, Extra Large (12 - 17 kg)",399.0,369.0,7,0,26,True,6.14,0.0,50
179,2536,Chocolates & Candies,Hershey's Cocoa + Almond Spread,295.0,266.0,9,0,350,True,11.6,0.0,50
180,2148,Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,295.0,266.0,9,0,350,True,11.6,0.0,50
181,1760,Packaged Food,Hershey's Cocoa + Almond Spread,295.0,266.0,9,0,350,True,11.6,0.0,50
182,2540,Chocolates & Candies,Yummiez Green Peas,250.0,250.0,0,0,1000,True,11.6,0.0,50
183,3634,Home & Cleaning,Origami Plates Plain,250.0,225.0,10,0,100,True,9.84,0.0,50
184,2152,Ice Cream & Desserts,Yummiez Green Peas,250.0,250.0,0,0,1000,True,11.6,0.0,50
185,1764,Packaged Food,Yummiez Green Peas,250.0,250.0,0,0,1000,True,11.6,0.0,50
186,3726,Health & Hygiene,Gillette Venus Close & Clean Razor,249.0,230.0,7,0,58,True,13.4,0.0,50
187,3432,Paan Corner,Gillette Venus Close & Clean Razor,249.0,230.0,7,0,58,True,6.14,0.0,50
188,3088,Personal Care,Gillette Venus Close & Clean Razor,249.0,230.0,7,0,58,True,6.14,0.0,50
189,3425,Paan Corner,Parachute Advansed Gold Coconut Hair Oil,215.0,194.0,9,0,400,True,6.14,0.0,50
190,3081,Personal Care,Parachute Advansed Gold Coconut Hair Oil,215.0,194.0,9,0,400,True,6.14,0.0,50
191,596,Cooking Essentials,India Gate Basmati Rice,210.0,210.0,0,0,1000,True,12.45,0.0,50
192,1110,Munchies,India Gate Basmati Rice,210.0,210.0,0,0,1000,True,12.45,0.0,50
193,3626,Home & Cleaning,Gala No Dust Broom,190.0,175.0,7,0,58,True,9.84,0.0,50
194,2508,Chocolates & Candies,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185.0,148.0,20,0,325,True,11.6,0.0,50
195,3730,Health & Hygiene,Whisper Bindazzz Night Sanitary Pads XL Plus,185.0,185.0,0,0,870,True,13.4,0.0,50
196,2120,Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185.0,148.0,20,0,325,True,11.6,0.0,50
197,3439,Paan Corner,Whisper Bindazzz Night Sanitary Pads XL Plus,185.0,185.0,0,0,870,True,6.14,0.0,50
198,1732,Packaged Food,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185.0,148.0,20,0,325,True,11.6,0.0,50
199,3095,Personal Care,Whisper Bindazzz Night Sanitary Pads XL Plus,185.0,185.0,0,0,870,True,6.14,0.0,50
200,560,Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,179.0,177.0,1,0,1000,True,12.45,0.0,50
201,1074,Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,179.0,177.0,1,0,1000,True,12.45,0.0,50
202,2524,Chocolates & Candies,Chef's Basket Durum Wheat Penne Pasta,160.0,80.0,50,0,500,True,11.6,0.0,50
203,2533,Chocolates & Candies,ITC Master Chef Cheesy Corn Triangles,160.0,152.0,5,0,320,True,11.6,0.0,50
204,594,Cooking Essentials,Chef's Basket Durum Wheat Penne Pasta,160.0,80.0,50,0,500,True,12.45,0.0,50
205,2136,Ice Cream & Desserts,Chef's Basket Durum Wheat Penne Pasta,160.0,80.0,50,0,500,True,11.6,0.0,50
206,2145,Ice Cream & Desserts,ITC Master Chef Cheesy Corn Triangles,160.0,152.0,5,0,320,True,11.6,0.0,50
207,1108,Munchies,Chef's Basket Durum Wheat Penne Pasta,160.0,80.0,50,0,500,True,12.45,0.0,50
208,1748,Packaged Food,Chef's Basket Durum Wheat Penne Pasta,160.0,80.0,50,0,500,True,11.6,0.0,50
209,1757,Packaged Food,ITC Master Chef Cheesy Corn Triangles,160.0,152.0,5,0,320,True,11.6,0.0,50
210,2502,Chocolates & Candies,Kissan Mixed Fruit Jam,155.0,155.0,0,0,500,True,11.6,0.0,50
211,2114,Ice Cream & Desserts,Kissan Mixed Fruit Jam,155.0,155.0,0,0,500,True,11.6,0.0,50
212,1726,Packaged Food,Kissan Mixed Fruit Jam,155.0,155.0,0,0,500,True,11.6,0.0,50
213,553,Cooking Essentials,Popular Essentials Phool Makhana (Jumbo Size),150.0,128.0,14,0,100,True,12.45,0.0,50
214,1067,Munchies,Popular Essentials Phool Makhana (Jumbo Size),150.0,128.0,14,0,100,True,12.45,0.0,50
215,3436,Paan Corner,Clean & Clear Morning Energy Lemon Face Wash,145.0,131.0,9,0,100,True,6.14,0.0,50
216,3092,Personal Care,Clean & Clear Morning Energy Lemon Face Wash,145.0,131.0,9,0,100,True,6.14,0.0,50
217,3621,Home & Cleaning,Surf Excel Easy Wash Detergent Powder,136.0,131.0,3,0,1000,True,9.84,0.0,50
218,2539,Chocolates & Candies,Yummiez Green Peas,135.0,135.0,0,0,500,True,11.6,0.0,50
219,2151,Ice Cream & Desserts,Yummiez Green Peas,135.0,135.0,0,0,500,True,11.6,0.0,50
220,1763,Packaged Food,Yummiez Green Peas,135.0,135.0,0,0,500,True,11.6,0.0,50
221,3438,Paan Corner,Bajaj Almond Drops Hair Oil Bottle,130.0,120.0,7,0,200,True,6.14,0.0,50
222,3094,Personal Care,Bajaj Almond Drops Hair Oil Bottle,130.0,120.0,7,0,200,True,6.14,0.0,50
223,595,Cooking Essentials,Tata Sampann Kala Chana,125.0,125.0,0,0,1000,True,12.45,0.0,50
224,1109,Munchies,Tata Sampann Kala Chana,125.0,125.0,0,0,1000,True,12.45,0.0,50
225,556,Cooking Essentials,Fortune Besan Flour,120.0,120.0,0,0,1000,True,12.45,0.0,50
226,1070,Munchies,Fortune Besan Flour,120.0,120.0,0,0,1000,True,12.45,0.0,50
227,3428,Paan Corner,Sensodyne Sensitive Fresh Gel Toothpaste,115.0,106.0,7,0,75,True,6.14,0.0,50
228,3084,Personal Care,Sensodyne Sensitive Fresh Gel Toothpaste,115.0,106.0,7,0,75,True,6.14,0.0,50
229,593,Cooking Essentials,Keya Italian Pizza Oregano,109.0,97.0,11,0,80,True,12.45,0.0,50
230,1107,Munchies,Keya Italian Pizza Oregano,109.0,97.0,11,0,80,True,12.45,0.0,50
231,3421,Paan Corner,Dettol Original Liquid Handwash Refill,109.0,105.0,3,0,750,True,6.14,0.0,50
232,3077,Personal Care,Dettol Original Liquid Handwash Refill,109.0,105.0,3,0,750,True,6.14,0.0,50
233,2513,Chocolates & Candies,Ching's Secret Veg Hakka Noodles,107.0,107.0,0,0,600,True,11.6,0.0,50
234,572,Cooking Essentials,Ching's Secret Veg Hakka Noodles,107.0,107.0,0,0,600,True,12.45,0.0,50
235,2125,Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,107.0,107.0,0,0,600,True,11.6,0.0,50
236,1086,Munchies,Ching's Secret Veg Hakka Noodles,107.0,107.0,0,0,600,True,12.45,0.0,50
237,1737,Packaged Food,Ching's Secret Veg Hakka Noodles,107.0,107.0,0,0,600,True,11.6,0.0,50
238,3729,Health & Hygiene,Dabur Honitus Herbal Cough Remedy Ayurvedic Syrup,105.0,89.0,15,0,100,True,13.4,0.0,50
239,600,Cooking Essentials,Sugarlite 50% Less Calories Sugar Pouch,99.0,59.0,40,0,500,True,12.45,0.0,50
