priority_rank,sku_id,category,product_name,mrp_rupees,selling_price_rupees,discount_percent,available_quantity,weight_gms,is_out_of_stock,stockout_rate_pct,available_inventory_value_rupees,priority_score
240,1114,Munchies,Sugarlite 50% Less Calories Sugar Pouch,99.0,59.0,40,0,500,True,12.45,0.0,50
241,567,Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,91.0,89.0,2,0,500,True,12.45,0.0,50
242,1081,Munchies,Tata Sampann High Protien Toor Dal - Split,91.0,89.0,2,0,500,True,12.45,0.0,50
243,589,Cooking Essentials,Daawat Rozana Gold Basmati Rice,90.0,89.0,1,0,1000,True,12.45,0.0,50
244,3623,Home & Cleaning,Odomos Mosquito Repellent Spray,90.0,82.0,8,0,100,True,9.84,0.0,50
245,1103,Munchies,Daawat Rozana Gold Basmati Rice,90.0,89.0,1,0,1000,True,12.45,0.0,50
246,3426,Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,90.0,81.0,10,0,150,True,6.14,0.0,50
247,3082,Personal Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,90.0,81.0,10,0,150,True,6.14,0.0,50
248,3620,Home & Cleaning,Rin Detergent Powder,86.0,84.0,2,0,1000,True,9.84,0.0,50
249,3435,Paan Corner,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,82.0,74.0,9,0,27,True,6.14,0.0,50
250,3091,Personal Care,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,82.0,74.0,9,0,27,True,6.14,0.0,50
251,3633,Home & Cleaning,Scotch BOPP Packaging Tape,80.0,68.0,15,0,58,True,9.84,0.0,50
252,576,Cooking Essentials,Daawat Rozana Super Basmati Rice,79.0,79.0,0,0,1000,True,12.45,0.0,50
253,1090,Munchies,Daawat Rozana Super Basmati Rice,79.0,79.0,0,0,1000,True,12.45,0.0,50
254,563,Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,75.0,75.0,0,0,1000,True,12.45,0.0,50
255,1077,Munchies,Popular Essentials Sona Masouri Raw Rice,75.0,75.0,0,0,1000,True,12.45,0.0,50
256,586,Cooking Essentials,Everest Coriander Powder,70.0,63.0,10,0,200,True,12.45,0.0,50
257,1100,Munchies,Everest Coriander Powder,70.0,63.0,10,0,200,True,12.45,0.0,50
258,2518,Chocolates & Candies,Veeba Favourites Eggless Burger Mayonnaise,69.0,63.0,8,0,250,True,11.6,0.0,50
259,2130,Ice Cream & Desserts,Veeba Favourites Eggless Burger Mayonnaise,69.0,63.0,8,0,250,True,11.6,0.0,50
260,1742,Packaged Food,Veeba Favourites Eggless Burger Mayonnaise,69.0,63.0,8,0,250,True,11.6,0.0,50
261,591,Cooking Essentials,Everest Turmeric Powder,67.0,60.0,10,0,200,True,12.45,0.0,50
262,1105,Munchies,Everest Turmeric Powder,67.0,60.0,10,0,200,True,12.45,0.0,50
263,3437,Paan Corner,Bajaj Almond Drops Hair Oil,67.0,60.0,10,0,100,True,6.14,0.0,50
264,3093,Personal Care,Bajaj Almond Drops Hair Oil,67.0,60.0,10,0,100,True,6.14,0.0,50
265,569,Cooking Essentials,Everest Chat Masala,65.0,59.0,9,0,100,True,12.45,0.0,50
266,3625,Home & Cleaning,Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid,65.0,59.0,9,0,116,True,9.84,0.0,50
267,1083,Munchies,Everest Chat Masala,65.0,59.0,9,0,100,True,12.45,0.0,50
268,564,Cooking Essentials,Tata Sampann High Protien Chana Dal - Split,64.0,64.0,0,0,500,True,12.45,0.0,50
269,1078,Munchies,Tata Sampann High Protien Chana Dal - Split,64.0,64.0,0,0,500,True,12.45,0.0,50
270,2501,Chocolates & Candies,Kellogg's Chocos Combo Pack,60.0,56.0,6,0,156,True,11.6,0.0,50
271,2515,Chocolates & Candies,Lijjat Moong Papad,60.0,57.0,5,0,200,True,11.6,0.0,50
272,2503,Chocolates & Candies,Lijjat Urad Papad,60.0,57.0,5,0,200,True,11.6,0.0,50
273,575,Cooking Essentials,Popular Essentials Black Raisins Seedless,60.0,54.0,10,0,100,True,12.45,0.0,50
274,601,Cooking Essentials,Popular Essentials Sabja/Basil Seeds,60.0,51.0,15,0,100,True,12.45,0.0,50
275,2113,Ice Cream & Desserts,Kellogg's Chocos Combo Pack,60.0,56.0,6,0,156,True,11.6,0.0,50
276,2127,Ice Cream & Desserts,Lijjat Moong Papad,60.0,57.0,5,0,200,True,11.6,0.0,50
277,2115,Ice Cream & Desserts,Lijjat Urad Papad,60.0,57.0,5,0,200,True,11.6,0.0,50
278,1089,Munchies,Popular Essentials Black Raisins Seedless,60.0,54.0,10,0,100,True,12.45,0.0,50
279,1115,Munchies,Popular Essentials Sabja/Basil Seeds,60.0,51.0,15,0,100,True,12.45,0.0,50
280,1725,Packaged Food,Kellogg's Chocos Combo Pack,60.0,56.0,6,0,156,True,11.6,0.0,50
281,1739,Packaged Food,Lijjat Moong Papad,60.0,57.0,5,0,200,True,11.6,0.0,50
282,1727,Packaged Food,Lijjat Urad Papad,60.0,57.0,5,0,200,True,11.6,0.0,50
283,550,Cooking Essentials,Maggi Masala Ae Magic,58.0,54.0,6,0,72,True,12.45,0.0,50
284,1064,Munchies,Maggi Masala Ae Magic,58.0,54.0,6,0,72,True,12.45,0.0,50
285,3723,Health & Hygiene,"Eno Cooling Sachets - Cool Mint, 6 Pieces Carton",54.0,48.0,11,0,5,True,13.4,0.0,50
286,548,Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,53.0,52.0,1,0,1000,True,12.45,0.0,50
287,1062,Munchies,Aashirvaad Superior MP Whole Wheat Atta,53.0,52.0,1,0,1000,True,12.45,0.0,50
288,2505,Chocolates & Candies,Mother's Recipe Ginger And Garlic Paste,50.0,38.0,24,0,200,True,11.6,0.0,50
289,571,Cooking Essentials,Dabur Ginger Garlic Paste,50.0,47.0,6,0,200,True,12.45,0.0,50
290,2117,Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,50.0,38.0,24,0,200,True,11.6,0.0,50
291,1085,Munchies,Dabur Ginger Garlic Paste,50.0,47.0,6,0,200,True,12.45,0.0,50
292,1729,Packaged Food,Mother's Recipe Ginger And Garlic Paste,50.0,38.0,24,0,200,True,11.6,0.0,50
293,2519,Chocolates & Candies,Sunfeast Yippee! Magic Masala Noodles,48.0,45.0,6,0,240,True,11.6,0.0,50
294,587,Cooking Essentials,Sunfeast Yippee! Magic Masala Noodles,48.0,45.0,6,0,240,True,12.45,0.0,50
295,2131,Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,48.0,45.0,6,0,240,True,11.6,0.0,50
296,1101,Munchies,Sunfeast Yippee! Magic Masala Noodles,48.0,45.0,6,0,240,True,12.45,0.0,50
297,1743,Packaged Food,Sunfeast Yippee! Magic Masala Noodles,48.0,45.0,6,0,240,True,11.6,0.0,50
298,3628,Home & Cleaning,Vim Dishwash Bar,45.0,45.0,0,0,600,True,9.84,0.0,50
299,585,Cooking Essentials,Popular Essentials Brown Sugar,40.0,40.0,0,0,500,True,12.45,0.0,50
300,1099,Munchies,Popular Essentials Brown Sugar,40.0,40.0,0,0,500,True,12.45,0.0,50
301,90,Fruits & Vegetables,Moong Sprouts,35.0,29.0,17,0,200,True,6.45,0.0,50
302,3724,Health & Hygiene,Whisper Choice Sanitary Pad,32.0,29.0,9,0,406,True,13.4,0.0,50
303,3430,Paan Corner,Whisper Choice Sanitary Pad,32.0,29.0,9,0,406,True,6.14,0.0,50
304,3086,Personal Care,Whisper Choice Sanitary Pad,32.0,29.0,9,0,406,True,6.14,0.0,50
305,2522,Chocolates & Candies,Mother's Recipe Potato Papad,31.0,28.0,9,0,70,True,11.6,0.0,50
306,2516,Chocolates & Candies,Mothers Recipe Papad - Sabudana With Rock Salt,31.0,28.0,9,0,70,True,11.6,0.0,50
307,2134,Ice Cream & Desserts,Mother's Recipe Potato Papad,31.0,28.0,9,0,70,True,11.6,0.0,50
308,2128,Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,31.0,28.0,9,0,70,True,11.6,0.0,50
309,1746,Packaged Food,Mother's Recipe Potato Papad,31.0,28.0,9,0,70,True,11.6,0.0,50
310,1740,Packaged Food,Mothers Recipe Papad - Sabudana With Rock Salt,31.0,28.0,9,0,70,True,11.6,0.0,50
311,2527,Chocolates & Candies,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,23.0,17,0,65,True,11.6,0.0,50
312,599,Cooking Essentials,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,23.0,17,0,65,True,12.45,0.0,50
313,2139,Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,23.0,17,0,65,True,11.6,0.0,50
314,1113,Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,23.0,17,0,65,True,12.45,0.0,50
315,1751,Packaged Food,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,23.0,17,0,65,True,11.6,0.0,50
316,2525,Chocolates & Candies,Dabur Hommade - Imli Sauce Saunth,20.0,18.0,10,0,100,True,11.6,0.0,50
317,2137,Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,20.0,18.0,10,0,100,True,11.6,0.0,50
318,1749,Packaged Food,Dabur Hommade - Imli Sauce Saunth,20.0,18.0,10,0,100,True,11.6,0.0,50
319,88,Fruits & Vegetables,Carrot,13.0,11.0,15,0,250,True,6.45,0.0,50
320,3624,Home & Cleaning,Chakaachak Super Steel Scrubber,12.0,11.0,8,0,58,True,9.84,0.0,50
321,89,Fruits & Vegetables,Beetroot,11.0,9.0,18,0,250,True,6.45,0.0,50
322,3546,Home & Cleaning,Surf Excel Matic Powder Front Load,810.0,750.0,7,2,4000,False,9.84,1500.0,45
323,2446,Chocolates & Candies,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690.0,648.0,6,2,3000,False,11.6,1296.0,45
324,2058,Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690.0,648.0,6,2,3000,False,11.6,1296.0,45
325,1670,Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690.0,648.0,6,2,3000,False,11.6,1296.0,45
326,2444,Chocolates & Candies,Pedigree Dog Food Adult Chicken & Veg,660.0,594.0,10,1,3000,False,11.6,594.0,45
327,2482,Chocolates & Candies,Pedigree Dog Food Adult Meat & Rice,660.0,608.0,7,2,3000,False,11.6,1216.0,45
328,2056,Ice Cream & Desserts,Pedigree Dog Food Adult Chicken & Veg,660.0,594.0,10,1,3000,False,11.6,594.0,45
329,2094,Ice Cream & Desserts,Pedigree Dog Food Adult Meat & Rice,660.0,608.0,7,2,3000,False,11.6,1216.0,45
330,1668,Packaged Food,Pedigree Dog Food Adult Chicken & Veg,660.0,594.0,10,1,3000,False,11.6,594.0,45
331,1706,Packaged Food,Pedigree Dog Food Adult Meat & Rice,660.0,608.0,7,2,3000,False,11.6,1216.0,45
332,3494,Home & Cleaning,Surf Excel Quick Wash,600.0,549.0,8,1,4000,False,9.84,549.0,45
333,2401,Chocolates & Candies,Organic India Apple Cider Vinegar,595.0,536.0,9,2,500,False,11.6,1072.0,45
334,2013,Ice Cream & Desserts,Organic India Apple Cider Vinegar,595.0,536.0,9,2,500,False,11.6,1072.0,45
335,1625,Packaged Food,Organic India Apple Cider Vinegar,595.0,536.0,9,2,500,False,11.6,1072.0,45
336,2543,Chocolates & Candies,Del Monte Pitted Green Olives,250.0,250.0,0,0,450,True,11.6,0.0,45
337,2155,Ice Cream & Desserts,Del Monte Pitted Green Olives,250.0,250.0,0,0,450,True,11.6,0.0,45
338,1767,Packaged Food,Del Monte Pitted Green Olives,250.0,250.0,0,0,450,True,11.6,0.0,45
339,2526,Chocolates & Candies,Zorabian Chicken Kheema Parathas,190.0,190.0,0,0,300,True,11.6,0.0,45
340,598,Cooking Essentials,Zorabian Chicken Kheema Parathas,190.0,190.0,0,0,300,True,12.45,0.0,45
341,2138,Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,190.0,190.0,0,0,300,True,11.6,0.0,45
342,1112,Munchies,Zorabian Chicken Kheema Parathas,190.0,190.0,0,0,300,True,12.45,0.0,45
343,1750,Packaged Food,Zorabian Chicken Kheema Parathas,190.0,190.0,0,0,300,True,11.6,0.0,45
344,2535,Chocolates & Candies,Godrej Yummiez Chicken Breakfast Salami,150.0,143.0,4,0,250,True,11.6,0.0,45
345,606,Cooking Essentials,Godrej Yummiez Chicken Breakfast Salami,150.0,143.0,4,0,250,True,12.45,0.0,45
346,2147,Ice Cream & Desserts,Godrej Yummiez Chicken Breakfast Salami,150.0,143.0,4,0,250,True,11.6,0.0,45
347,1120,Munchies,Godrej Yummiez Chicken Breakfast Salami,150.0,143.0,4,0,250,True,12.45,0.0,45
348,1759,Packaged Food,Godrej Yummiez Chicken Breakfast Salami,150.0,143.0,4,0,250,True,11.6,0.0,45
349,3422,Paan Corner,Parachute 100% Pure Coconut Oil,123.0,123.0,0,0,300,True,6.14,0.0,45
350,3078,Personal Care,Parachute 100% Pure Coconut Oil,123.0,123.0,0,0,300,True,6.14,0.0,45
351,607,Cooking Essentials,Everest Saffron Kesar,120.0,120.0,0,0,1,True,12.45,0.0,45
352,1121,Munchies,Everest Saffron Kesar,120.0,120.0,0,0,1,True,12.45,0.0,45
353,3721,Health & Hygiene,Dettol Effective Protection Antiseptic Liquid,116.0,116.0,0,0,250,True,13.4,0.0,45
354,3618,Home & Cleaning,Dettol Effective Protection Antiseptic Liquid,116.0,116.0,0,0,250,True,9.84,0.0,45
355,3440,Paan Corner,Godrej Cinthol Lime Refreshing Deo Soap,116.0,116.0,0,0,400,True,6.14,0.0,45
356,3096,Personal Care,Godrej Cinthol Lime Refreshing Deo Soap,116.0,116.0,0,0,400,True,6.14,0.0,45
357,2534,Chocolates & Candies,Mother's Recipe Mixed Pickle,115.0,110.0,4,0,400,True,11.6,0.0,45
358,2146,Ice Cream & Desserts,Mother's Recipe Mixed Pickle,115.0,110.0,4,0,400,True,11.6,0.0,45
359,1758,Packaged Food,Mother's Recipe Mixed Pickle,115.0,110.0,4,0,400,True,11.6,0.0,45
360,3627,Home & Cleaning,Chakaachak Eazo Grass Broom New,105.0,102.0,2,0,58,True,9.84,0.0,45
361,602,Cooking Essentials,Patanjali Pure Honey,95.0,95.0,0,0,250,True,12.45,0.0,45
362,1116,Munchies,Patanjali Pure Honey,95.0,95.0,0,0,250,True,12.45,0.0,45
363,3725,Health & Hygiene,Whisper Bindazzz Nights XL + Sanitary Pad,90.0,90.0,0,0,406,True,13.4,0.0,45
364,3727,Health & Hygiene,Whisper Choice Regular Sanitary Pads,90.0,87.0,3,0,58,True,13.4,0.0,45
365,3429,Paan Corner,Whisper Bindazzz Nights XL + Sanitary Pad,90.0,90.0,0,0,406,True,6.14,0.0,45
366,3433,Paan Corner,Whisper Choice Regular Sanitary Pads,90.0,87.0,3,0,58,True,6.14,0.0,45
367,3085,Personal Care,Whisper Bindazzz Nights XL + Sanitary Pad,90.0,90.0,0,0,406,True,6.14,0.0,45
368,3089,Personal Care,Whisper Choice Regular Sanitary Pads,90.0,87.0,3,0,58,True,6.14,0.0,45
369,3619,Home & Cleaning,Godrej Good Night Gold Flash Liquid Vapouriser,89.0,89.0,0,0,60,True,9.84,0.0,45
370,2512,Chocolates & Candies,Amul Cheese Spread Spicy Garlic,85.0,82.0,3,0,200,True,11.6,0.0,45
371,2504,Chocolates & Candies,Amul Cheese Spread Yummy Plain,85.0,85.0,0,0,200,True,11.6,0.0,45
372,2541,Chocolates & Candies,Yummiez American Sweet Corn,85.0,85.0,0,0,400,True,11.6,0.0,45
373,2124,Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,85.0,82.0,3,0,200,True,11.6,0.0,45
374,2116,Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,85.0,85.0,0,0,200,True,11.6,0.0,45
375,2153,Ice Cream & Desserts,Yummiez American Sweet Corn,85.0,85.0,0,0,400,True,11.6,0.0,45
376,1736,Packaged Food,Amul Cheese Spread Spicy Garlic,85.0,82.0,3,0,200,True,11.6,0.0,45
377,1728,Packaged Food,Amul Cheese Spread Yummy Plain,85.0,85.0,0,0,200,True,11.6,0.0,45
378,1765,Packaged Food,Yummiez American Sweet Corn,85.0,85.0,0,0,400,True,11.6,0.0,45
379,3431,Paan Corner,"Godrej No.1 Bathing Soap, Jasmine",84.0,84.0,0,0,400,True,6.14,0.0,45
380,3087,Personal Care,"Godrej No.1 Bathing Soap, Jasmine",84.0,84.0,0,0,400,True,6.14,0.0,45
381,2542,Chocolates & Candies,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,79.0,79.0,0,0,250,True,11.6,0.0,45
382,2154,Ice Cream & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,79.0,79.0,0,0,250,True,11.6,0.0,45
383,1766,Packaged Food,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,79.0,79.0,0,0,250,True,11.6,0.0,45
384,2537,Chocolates & Candies,Maggi Special Masala Spicy Yummy Noodles,72.0,72.0,0,0,280,True,11.6,0.0,45
385,605,Cooking Essentials,Maggi Special Masala Spicy Yummy Noodles,72.0,72.0,0,0,280,True,12.45,0.0,45
386,2149,Ice Cream & Desserts,Maggi Special Masala Spicy Yummy Noodles,72.0,72.0,0,0,280,True,11.6,0.0,45
387,1119,Munchies,Maggi Special Masala Spicy Yummy Noodles,72.0,72.0,0,0,280,True,12.45,0.0,45
388,1761,Packaged Food,Maggi Special Masala Spicy Yummy Noodles,72.0,72.0,0,0,280,True,11.6,0.0,45
389,545,Cooking Essentials,Amul Fresh Cream,63.0,63.0,0,0,250,True,12.45,0.0,45
390,1059,Munchies,Amul Fresh Cream,63.0,63.0,0,0,250,True,12.45,0.0,45
391,3731,Health & Hygiene,Fine Life Cotton Balls,60.0,60.0,0,0,50,True,13.4,0.0,45
392,2531,Chocolates & Candies,Del Monte Natural Vinegar,55.0,53.0,3,0,180,True,11.6,0.0,45
393,2538,Chocolates & Candies,Del Monte Schezwan Sauce,55.0,55.0,0,0,190,True,11.6,0.0,45
394,2143,Ice Cream & Desserts,Del Monte Natural Vinegar,55.0,53.0,3,0,180,True,11.6,0.0,45
395,2150,Ice Cream & Desserts,Del Monte Schezwan Sauce,55.0,55.0,0,0,190,True,11.6,0.0,45
396,1755,Packaged Food,Del Monte Natural Vinegar,55.0,53.0,3,0,180,True,11.6,0.0,45
397,1762,Packaged Food,Del Monte Schezwan Sauce,55.0,55.0,0,0,190,True,11.6,0.0,45
398,2517,Chocolates & Candies,Maggi Chilly Chow Cuppa Noodles,50.0,50.0,0,0,70,True,11.6,0.0,45
399,579,Cooking Essentials,Maggi Chilly Chow Cuppa Noodles,50.0,50.0,0,0,70,True,12.45,0.0,45
400,559,Cooking Essentials,Popular Essentials Chia Seeds,50.0,49.0,2,0,100,True,12.45,0.0,45
401,2129,Ice Cream & Desserts,Maggi Chilly Chow Cuppa Noodles,50.0,50.0,0,0,70,True,11.6,0.0,45
402,1093,Munchies,Maggi Chilly Chow Cuppa Noodles,50.0,50.0,0,0,70,True,12.45,0.0,45
403,1073,Munchies,Popular Essentials Chia Seeds,50.0,49.0,2,0,100,True,12.45,0.0,45
404,1741,Packaged Food,Maggi Chilly Chow Cuppa Noodles,50.0,50.0,0,0,70,True,11.6,0.0,45
405,603,Cooking Essentials,Weikfield Falooda Mix - Mango,49.0,48.0,2,0,200,True,12.45,0.0,45
406,1117,Munchies,Weikfield Falooda Mix - Mango,49.0,48.0,2,0,200,True,12.45,0.0,45
407,3424,Paan Corner,Dabur Gulabari Premium Rose Water,48.0,47.0,2,0,120,True,6.14,0.0,45
408,3080,Personal Care,Dabur Gulabari Premium Rose Water,48.0,47.0,2,0,120,True,6.14,0.0,45
409,558,Cooking Essentials,Everest Tikhalal Hot & Red Chilly Powder,47.0,46.0,2,0,100,True,12.45,0.0,45
410,1072,Munchies,Everest Tikhalal Hot & Red Chilly Powder,47.0,46.0,2,0,100,True,12.45,0.0,45
411,2499,Chocolates & Candies,Maggi 2-Minute Instant Noodles - Masala,44.0,44.0,0,0,280,True,11.6,0.0,45
412,552,Cooking Essentials,Maggi 2-Minute Instant Noodles - Masala,44.0,44.0,0,0,280,True,12.45,0.0,45
413,2111,Ice Cream & Desserts,Maggi 2-Minute Instant Noodles - Masala,44.0,44.0,0,0,280,True,11.6,0.0,45
414,1066,Munchies,Maggi 2-Minute Instant Noodles - Masala,44.0,44.0,0,0,280,True,12.45,0.0,45
415,1723,Packaged Food,Maggi 2-Minute Instant Noodles - Masala,44.0,44.0,0,0,280,True,11.6,0.0,45
416,582,Cooking Essentials,Everest Amchur Powder,42.0,41.0,2,0,50,True,12.45,0.0,45
417,3728,Health & Hygiene,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42.0,41.0,2,0,406,True,13.4,0.0,45
418,1096,Munchies,Everest Amchur Powder,42.0,41.0,2,0,50,True,12.45,0.0,45
419,3434,Paan Corner,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42.0,41.0,2,0,406,True,6.14,0.0,45
420,3090,Personal Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42.0,41.0,2,0,406,True,6.14,0.0,45
421,2511,Chocolates & Candies,Safal Frozen Corn,41.0,39.0,4,0,200,True,11.6,0.0,45
422,92,Fruits & Vegetables,Safal Frozen Corn,41.0,39.0,4,0,200,True,6.45,0.0,45
423,2123,Ice Cream & Desserts,Safal Frozen Corn,41.0,39.0,4,0,200,True,11.6,0.0,45
424,1735,Packaged Food,Safal Frozen Corn,41.0,39.0,4,0,200,True,11.6,0.0,45
425,2506,Chocolates & Candies,Maggi Magic Cubes Chicken,40.0,39.0,2,0,40,True,11.6,0.0,45
426,3720,Health & Hygiene,Epigamia Fruit Yogurt Strawberry,40.0,20.0,50,0,75,True,13.4,0.0,45
427,2118,Ice Cream & Desserts,Maggi Magic Cubes Chicken,40.0,39.0,2,0,40,True,11.6,0.0,45
428,1730,Packaged Food,Maggi Magic Cubes Chicken,40.0,39.0,2,0,40,True,11.6,0.0,45
429,2507,Chocolates & Candies,Pedigree Puppy Chicken Chunks in Gravy,35.0,34.0,2,0,70,True,11.6,0.0,45
430,588,Cooking Essentials,Tata Tea Gold,35.0,35.0,0,0,100,True,12.45,0.0,45
431,2119,Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy,35.0,34.0,2,0,70,True,11.6,0.0,45
432,1102,Munchies,Tata Tea Gold,35.0,35.0,0,0,100,True,12.45,0.0,45
433,1731,Packaged Food,Pedigree Puppy Chicken Chunks in Gravy,35.0,34.0,2,0,70,True,11.6,0.0,45
434,578,Cooking Essentials,Everest Sambhar Masala,34.0,33.0,2,0,50,True,12.45,0.0,45
435,1092,Munchies,Everest Sambhar Masala,34.0,33.0,2,0,50,True,12.45,0.0,45
436,561,Cooking Essentials,Everest Coriander Powder,32.0,31.0,3,0,100,True,12.45,0.0,45
437,1075,Munchies,Everest Coriander Powder,32.0,31.0,3,0,100,True,12.45,0.0,45
438,577,Cooking Essentials,Everest Cumin Powder (Jeera),30.0,29.0,3,0,50,True,12.45,0.0,45
439,3732,Health & Hygiene,Dettol Antiseptic Liquid,30.0,30.0,0,0,60,True,13.4,0.0,45
440,3722,Health & Hygiene,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30.0,29.0,3,0,406,True,13.4,0.0,45
441,3635,Home & Cleaning,Dettol Antiseptic Liquid,30.0,30.0,0,0,60,True,9.84,0.0,45
442,1091,Munchies,Everest Cumin Powder (Jeera),30.0,29.0,3,0,50,True,12.45,0.0,45
443,3423,Paan Corner,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30.0,29.0,3,0,406,True,6.14,0.0,45
444,3079,Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30.0,29.0,3,0,406,True,6.14,0.0,45
445,2529,Chocolates & Candies,MTR Vegetable Upma,25.0,25.0,0,0,60,True,11.6,0.0,45
446,3631,Home & Cleaning,Ujala Superme For Super Whiteness Of Clothes,25.0,25.0,0,0,75,True,9.84,0.0,45
447,2141,Ice Cream & Desserts,MTR Vegetable Upma,25.0,25.0,0,0,60,True,11.6,0.0,45
448,1753,Packaged Food,MTR Vegetable Upma,25.0,25.0,0,0,60,True,11.6,0.0,45
449,2523,Chocolates & Candies,Mothers Recipe Rice Papad Ajwain,24.0,24.0,0,0,75,True,11.6,0.0,45
450,2135,Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,24.0,24.0,0,0,75,True,11.6,0.0,45
451,1747,Packaged Food,Mothers Recipe Rice Papad Ajwain,24.0,24.0,0,0,75,True,11.6,0.0,45
452,3617,Home & Cleaning,Vim Dishwash Bar,23.0,22.0,4,0,300,True,9.84,0.0,45
453,2500,Chocolates & Candies,"Kurkure Green Chutney, Rajasthani Style",20.0,20.0,0,0,90,True,11.6,0.0,45
454,580,Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,20.0,20.0,0,0,100,True,12.45,0.0,45
455,2112,Ice Cream & Desserts,"Kurkure Green Chutney, Rajasthani Style",20.0,20.0,0,0,90,True,11.6,0.0,45
456,1094,Munchies,Popular Essentials Mustard Seeds Rai Big,20.0,20.0,0,0,100,True,12.45,0.0,45
457,1724,Packaged Food,"Kurkure Green Chutney, Rajasthani Style",20.0,20.0,0,0,90,True,11.6,0.0,45
458,2514,Chocolates & Candies,Saffola Oats 100 % Natural,15.0,15.0,0,0,38,True,11.6,0.0,45
459,573,Cooking Essentials,Saffola Oats 100 % Natural,15.0,15.0,0,0,38,True,12.45,0.0,45
460,2126,Ice Cream & Desserts,Saffola Oats 100 % Natural,15.0,15.0,0,0,38,True,11.6,0.0,45
461,1087,Munchies,Saffola Oats 100 % Natural,15.0,15.0,0,0,38,True,12.45,0.0,45
462,1738,Packaged Food,Saffola Oats 100 % Natural,15.0,15.0,0,0,38,True,11.6,0.0,45
463,2509,Chocolates & Candies,Ching's Chow Mein Hakka Noodles Masala,10.0,10.0,0,0,20,True,11.6,0.0,45
464,568,Cooking Essentials,Ching's Chow Mein Hakka Noodles Masala,10.0,10.0,0,0,20,True,12.45,0.0,45
465,3622,Home & Cleaning,Rin Detergent Bar,10.0,10.0,0,0,140,True,9.84,0.0,45
466,2121,Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,10.0,10.0,0,0,20,True,11.6,0.0,45
467,1082,Munchies,Ching's Chow Mein Hakka Noodles Masala,10.0,10.0,0,0,20,True,12.45,0.0,45
468,1733,Packaged Food,Ching's Chow Mein Hakka Noodles Masala,10.0,10.0,0,0,20,True,11.6,0.0,45
469,3200,Paan Corner,Pampers Premium Care Pants - Large,1099.0,899.0,18,2,44,False,6.14,1798.0,40
470,2856,Personal Care,Pampers Premium Care Pants - Large,1099.0,899.0,18,2,44,False,6.14,1798.0,40
471,512,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),1050.0,1050.0,0,2,5000,False,12.45,2100.0,40
472,1026,Munchies,Dhara Filtered Groundnut Oil (Jar),1050.0,1050.0,0,2,5000,False,12.45,2100.0,40
473,3367,Paan Corner,Pampers Pants - Medium,699.0,549.0,21,1,50,False,6.14,549.0,40
474,3023,Personal Care,Pampers Pants - Medium,699.0,549.0,21,1,50,False,6.14,549.0,40
475,3252,Paan Corner,Sebamed Anti - Dandruff Shampoo,600.0,540.0,10,2,200,False,6.14,1080.0,40
476,2908,Personal Care,Sebamed Anti - Dandruff Shampoo,600.0,540.0,10,2,200,False,6.14,1080.0,40
477,3373,Paan Corner,Mamaearth Skin Correct Face Serum,599.0,509.0,15,1,30,False,6.14,509.0,40
478,3029,Personal Care,Mamaearth Skin Correct Face Serum,599.0,509.0,15,1,30,False,6.14,509.0,40
