product_name,mrp_rupees,selling_price_rupees,discount_percent,available_quantity,weight_gms,is_out_of_stock,sku_rows,category_count,categories
Suguna Sharp Egg,72.0,62.0,13,3,348,False,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
Suguna Vitamin D Egg,75.0,62.0,17,0,348,True,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
Suhana Spice Mix - Chicken Biryani,66.0,66.0,0,6,50,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Sumeru Aloo Paratha,119.0,113.0,5,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Sundrop Cocoa Nut Hazelnut Chocolatey Spread,120.0,120.0,0,6,160,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Sunfeast YiPPee! Noodles - Magic Masala,96.0,91.0,5,4,540,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Sunfeast Yippee Tricolor Pasta Seasoning,28.0,23.0,17,1,65,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Switz Paratha Puff,110.0,105.0,4,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Switz Samosa Dough Sheets,90.0,86.0,4,6,50,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Switz Spring Roll Dough Sheets,90.0,86.0,4,6,1160,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth - 5 Grain Muesli No Added Sugar,325.0,260.0,20,6,350,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
"The Whole Truth - Nuts, Fruits & Seeds Muesli",325.0,260.0,20,6,350,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Cranberry Mini Protein Bar No Sugar,55.0,44.0,20,6,27,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Cranberry Protein Bar No Sugar,100.0,74.0,26,6,52,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Double Cocoa Mini Protein Bar No Sugar,55.0,44.0,20,5,27,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Double Cocoa Protein Bar No Sugar,100.0,90.0,10,6,52,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Energy Bar Choco Cranberry Fudge,60.0,44.0,26,6,40,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,55.0,41.0,25,6,27,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,55.0,44.0,20,6,27,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,55.0,41.0,25,6,27,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar,55.0,41.0,25,6,27,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Peanut Cocoa Protein Bar No Sugar,100.0,74.0,26,6,52,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,60.0,48.0,20,6,40,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,60.0,48.0,20,6,40,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,60.0,48.0,20,6,40,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Tong Garden Wasabi Green Peas,175.0,167.0,4,6,150,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Top Ramen Masala Oat Masala,80.0,72.0,10,6,280,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Unibic Almond & Oats Protein Bar,40.0,33.0,17,4,30,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,40.0,33.0,17,6,30,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Barbeque Sauce,149.0,137.0,8,6,330,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Carrot & Cucumber Sandwich Spread,85.0,76.0,10,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Cheese and Chilli Sandwich Spread,89.0,79.0,11,6,275,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Chipolte Southwest Dressing,161.0,149.0,7,4,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Eggless Mayonnaise,79.0,70.0,11,5,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba English Mustard,74.0,69.0,6,2,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Favourites Eggless Burger Mayonnaise,69.0,63.0,8,0,250,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Hot Sweet Tomato Chilli Sauce,104.0,83.0,20,3,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Mint Mayonnaise,169.0,155.0,8,4,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Pasta And Pizza Sauce,75.0,65.0,13,5,280,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Peri Peri Sauce,161.0,161.0,0,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Pizza Topping,75.0,70.0,6,4,280,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Salsa Dip,119.0,111.0,6,6,360,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Sriracha Chilli Garlic Sauce,149.0,137.0,8,5,320,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Sweet Onion Sauce,141.0,121.0,14,4,350,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Thousand Island Dressing,149.0,137.0,8,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veeba Truly Tomato Ketchup,99.0,79.0,20,6,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Veet Full Body Waxing Kit For Dry Skin,235.0,218.0,7,6,1160,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Veet Hair Removal Cream (Normal Skin),135.0,128.0,5,6,50,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Veet Hair Removal Cream Dry Skin,135.0,128.0,5,5,50,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Veet Sensitive Skin Hair Removal Cream,135.0,128.0,5,6,50,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",430.0,387.0,10,6,1200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Whiskas Adult Pocket Tuna Cat Food,410.0,410.0,0,1,1200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,385.0,347.0,9,5,1100,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,35.0,34.0,2,2,85,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,35.0,33.0,5,2,85,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Whisper Bindazzz Night Sanitary Pads XL Plus,185.0,185.0,0,0,870,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Bindazzz Nights XL + Sanitary Pad,90.0,90.0,0,0,406,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Choice Regular Sanitary Pads,90.0,87.0,3,0,58,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Choice Regular Sanitary Pads,90.0,90.0,0,6,1160,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Choice Regular Wing Sanitary Pad,30.0,30.0,0,2,406,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Choice Sanitary Pad,32.0,29.0,9,0,406,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Choice Ultra XL Sanitary Pad,133.0,130.0,2,5,1160,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Daily Liners Clean and Fresh,105.0,105.0,0,4,1160,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Ultra Clean Wings XL+  Pouch,449.0,415.0,7,6,44,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Ultra Clean XL Plus Sanitary Pad,155.0,155.0,0,6,870,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Ultra Clean XL Plus Sanitary Pad,175.0,175.0,0,5,870,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,315.0,315.0,0,4,30,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Ultra Soft XL+ Sanitary Pads,330.0,323.0,2,6,30,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Whisper Ultra Soft XL+ Sanitary Pads,555.0,555.0,0,1,60,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Wingreens Cheesy Chipotle Sauce,99.0,50.0,49,1,130,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Wingreens Farms Chipotle Dip,200.0,150.0,25,1,180,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,60.0,51.0,15,1,70,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325.0,309.0,4,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yoga Bar Breakfast Muesli - Chocolate & Cranberry,325.0,309.0,4,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yoga Bar Breakfast Protein Bar - Blueberry Pie,50.0,44.0,12,1,50,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yoga Bar Multigrain Energy Bar Nuts And Seeds,40.0,35.0,12,4,38,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yogabar No Added Sugar Protein Bar Brownie,125.0,106.0,15,4,60,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yummiez American Sweet Corn,85.0,85.0,0,0,400,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yummiez Green Peas,135.0,135.0,0,0,500,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yummiez Green Peas,250.0,250.0,0,0,1000,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Yummiez Veg Cheese Fingers Pouch,230.0,230.0,0,4,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
iD Malabar Parota,80.0,72.0,10,4,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
iD Wheat Lachha Paratha,80.0,70.0,12,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Listerine Cool Mint Mouthwash - Mild Taste,150.0,135.0,10,6,250,False,4,2,"Paan Corner, Personal Care"
"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",35.0,34.0,2,6,48,False,2,2,"Cooking Essentials, Munchies"
"""Maggi Magic Cubes, Vegetarian Masala""",35.0,34.0,2,1,40,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Bura Sugar (Demerara),80.0,72.0,10,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,410.0,369.0,10,6,1000,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Mustard Oil (Cold Pressed),350.0,312.0,10,6,1000,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Besan,95.0,88.0,7,5,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Black Pepper,170.0,157.0,7,6,100,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Brown Sona Masoori Rice,95.0,95.0,0,6,1000,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Chana Dal,95.0,89.0,6,5,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Cumin,70.0,65.0,7,2,100,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Cumin Powder,70.0,70.0,0,6,100,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Green Moong Dal - Split,135.0,135.0,0,2,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Jaggery Powder,80.0,68.0,15,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Jowar Flour,70.0,65.0,7,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Masoor Dal - Split,95.0,88.0,7,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Moong Dal,135.0,125.0,7,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Pancharatna Dal - Split,130.0,120.0,7,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Peanuts,135.0,125.0,7,1,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Puffed Rice,40.0,39.0,2,6,200,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Ragi Flour,65.0,52.0,20,4,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Rajma,145.0,145.0,0,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Red Poha,75.0,69.0,8,1,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Roasted Bengal Gram Dal,105.0,97.0,7,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Sattu Atta,95.0,95.0,0,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Tur Dal,260.0,208.0,20,6,1000,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Tur Dal - Split,130.0,120.0,7,6,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Urad White Whole,145.0,122.0,15,4,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Wheat Daliya,48.0,47.0,2,2,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Organic Whole Wheat Atta,64.0,59.0,7,0,1000,True,2,2,"Cooking Essentials, Munchies"
24 Mantra Red Chilly Whole,70.0,65.0,7,1,100,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Sona Masuri Brown Rice,475.0,423.0,10,6,5000,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,390.0,347.0,11,5,1000,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Super Grain Quinoa,190.0,190.0,0,4,500,False,2,2,"Cooking Essentials, Munchies"
24 Mantra Turmeric Powder,35.0,34.0,2,6,100,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Atta,460.0,399.0,13,6,10000,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Atta With Mutigrains,315.0,287.0,8,0,5000,True,2,2,"Cooking Essentials, Munchies"
Aashirvaad Breakfast Instant Mix - Rice Idli,75.0,52.0,30,6,200,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Instant Mix - Rice Dosa,75.0,52.0,30,6,200,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Iodised Salt,22.0,19.0,13,0,1000,True,2,2,"Cooking Essentials, Munchies"
Aashirvaad Multigrain Atta,64.0,62.0,3,2,1000,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Select Atta,64.0,64.0,0,6,1000,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Select Sharbati Atta,315.0,283.0,10,6,5000,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Superior MP Atta,250.0,245.0,2,6,5000,False,2,2,"Cooking Essentials, Munchies"
Aashirvaad Superior MP Whole Wheat Atta,53.0,52.0,1,0,1000,True,2,2,"Cooking Essentials, Munchies"
Aashirvaad Svasti Cow Ghee Tetra Pack,295.0,295.0,0,6,500,False,2,2,"Cooking Essentials, Munchies"
Amul Butter - Pasteurised,50.0,49.0,2,6,100,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Butter - Pasteurised,245.0,240.0,2,6,500,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Butter - Pasteurised (School Pack),59.0,57.0,3,6,100,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese - Block,245.0,240.0,2,6,500,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese - Pepper,85.0,82.0,3,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese - Processed Slices,122.0,120.0,1,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese Sauce Jalapeno,75.0,75.0,0,5,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese Sauce Mexican Salsa,75.0,72.0,4,1,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese Slices,71.0,70.0,1,0,100,True,2,2,"Beverages, Dairy, Bread & Batter"
Amul Cheese Slices,360.0,359.0,0,1,750,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Dark Compound Chocolate Slab,125.0,122.0,2,6,500,False,2,2,"Cooking Essentials, Munchies"
Amul Frozen Malai Paneer,75.0,73.0,2,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Ghee (Tin),520.0,509.0,2,6,1000,False,2,2,"Cooking Essentials, Munchies"
Amul Lactose Free Milk,25.0,24.0,4,0,250,True,2,2,"Beverages, Dairy, Bread & Batter"
Amul Malai Paneer Fresh,76.0,73.0,3,0,200,True,2,2,"Beverages, Dairy, Bread & Batter"
Amul Milk Compound Chocolate Slab,110.0,107.0,2,6,500,False,2,2,"Cooking Essentials, Munchies"
Amul Mithai Mate EOE Tin,112.0,109.0,2,6,400,False,2,2,"Cooking Essentials, Munchies"
Amul Pizza Cheese - Mozzarella,100.0,99.0,1,0,200,True,2,2,"Beverages, Dairy, Bread & Batter"
Amul Pizza Cheese Processed,109.0,104.0,4,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Processed Cheese Block,106.0,106.0,0,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Processed Cheese Cubes,106.0,101.0,4,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Pure Ghee (Pouch),255.0,249.0,2,6,500,False,2,2,"Cooking Essentials, Munchies"
Amul Pure Ghee (Pouch),505.0,499.0,1,2,1000,False,2,2,"Cooking Essentials, Munchies"
Amul Safed Makkhan,235.0,232.0,1,6,500,False,2,2,"Beverages, Dairy, Bread & Batter"
Amul Slim Trim Skimmed Milk,75.0,75.0,0,0,1000,True,2,2,"Beverages, Dairy, Bread & Batter"
Amul Taaza Toned Homogenised Milk,66.0,64.0,3,0,1000,True,2,2,"Beverages, Dairy, Bread & Batter"
Amul Unsalted Cooking Butter,245.0,238.0,2,6,500,False,2,2,"Beverages, Dairy, Bread & Batter"
Axe Dark Temptation Men's Deodorant,210.0,194.0,7,5,150,False,2,2,"Paan Corner, Personal Care"
Axe Pulse Men's Deodorant,210.0,210.0,0,6,150,False,2,2,"Paan Corner, Personal Care"
Bajaj Almond Drops Hair Oil,67.0,60.0,10,0,100,True,2,2,"Paan Corner, Personal Care"
Bajaj Almond Drops Hair Oil Bottle,130.0,120.0,7,0,200,True,2,2,"Paan Corner, Personal Care"
Betty Crocker Chocolate Fudge Cake Mix,295.0,295.0,0,6,475,False,2,2,"Cooking Essentials, Munchies"
Betty Crocker French Vanilla Cake Mix,310.0,276.0,10,6,520,False,2,2,"Cooking Essentials, Munchies"
Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,200.0,178.0,11,6,264,False,2,2,"Cooking Essentials, Munchies"
Bio Nutrients Pure Diet Tofu Gold,60.0,57.0,5,5,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Bombay Shaving Company Charcoal Face Wash,249.0,249.0,0,4,100,False,2,2,"Paan Corner, Personal Care"
Bombay Shaving Company Defender Razor,345.0,345.0,0,6,58,False,2,2,"Paan Corner, Personal Care"
Borges Canola Oil Pet Bottle,399.0,399.0,0,6,1000,False,2,2,"Cooking Essentials, Munchies"
Borges Extra Light Olive Oil Bottle,2600.0,1399.0,46,6,2000,False,2,2,"Cooking Essentials, Munchies"
Borges Extra Virgin Olive Oil,400.0,299.0,25,1,250,False,2,2,"Cooking Essentials, Munchies"
Britannia 100% Whole Wheat Bread,45.0,45.0,0,4,450,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Atta Kulcha,30.0,30.0,0,0,250,True,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Brown Bread,42.0,42.0,0,4,400,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Burger Bun with Sesame Seed,15.0,15.0,0,4,100,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Burger Bun with Sesame Seed,30.0,30.0,0,0,200,True,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Cheese Garlic Bread,35.0,35.0,0,0,300,True,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Fruit Bun,17.0,17.0,0,3,100,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Healthy Slice Sandwich Bread,40.0,40.0,0,4,450,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Multigrain Bread,55.0,55.0,0,4,400,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Pav,22.0,22.0,0,4,250,False,2,2,"Beverages, Dairy, Bread & Batter"
Britannia Sandwich White Bread,33.0,33.0,0,4,350,False,2,2,"Beverages, Dairy, Bread & Batter"
Cadbury Cocoa Powder,223.0,211.0,5,6,150,False,2,2,"Cooking Essentials, Munchies"
Cadbury Hot Chocolate,175.0,166.0,5,6,200,False,2,2,"Cooking Essentials, Munchies"
Catch Black Pepper Sprinkler,100.0,100.0,0,1,50,False,2,2,"Cooking Essentials, Munchies"
Chik Hairfall Prevent Egg Shampoo,178.0,178.0,0,6,340,False,2,2,"Paan Corner, Personal Care"
Ching's Paneer Chilli Masala,44.0,44.0,0,4,60,False,2,2,"Cooking Essentials, Munchies"
Ching's Schezwan Fried Rice(Miracle Masala),44.0,44.0,0,5,60,False,2,2,"Cooking Essentials, Munchies"
Ching's Secret Chicken 65 Masala - Chicken,10.0,10.0,0,5,20,False,2,2,"Cooking Essentials, Munchies"
Ching's Secret Paneer Chilli Masala,10.0,10.0,0,2,20,False,2,2,"Cooking Essentials, Munchies"
Ching's Secret Veg Manchurian Masala,44.0,44.0,0,6,60,False,2,2,"Cooking Essentials, Munchies"
Ching's Veg Manchurian Masala,10.0,10.0,0,2,20,False,2,2,"Cooking Essentials, Munchies"
Clean & Clear Foaming Face Wash,140.0,126.0,10,4,100,False,2,2,"Paan Corner, Personal Care"
Clean & Clear Foaming Face Wash,180.0,162.0,10,6,150,False,2,2,"Paan Corner, Personal Care"
Clean & Clear Morning Energy Aqua Splash Face Wash,145.0,131.0,9,5,100,False,2,2,"Paan Corner, Personal Care"
Clean & Clear Morning Energy Berry Face Wash,155.0,145.0,6,6,100,False,2,2,"Paan Corner, Personal Care"
Clean & Clear Morning Energy Lemon Face Wash,145.0,131.0,9,0,100,True,2,2,"Paan Corner, Personal Care"
Clean & Clear Pimple Clearing Face Wash,130.0,117.0,10,2,80,False,2,2,"Paan Corner, Personal Care"
Clinic Plus Strength & Shine Shampoo With Egg Protein,105.0,105.0,0,2,175,False,2,2,"Paan Corner, Personal Care"
Clinic Plus Strong & Long Health Shampoo,499.0,449.0,10,3,650,False,2,2,"Paan Corner, Personal Care"
Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,50.0,49.0,2,1,80,False,2,2,"Paan Corner, Personal Care"
Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,90.0,81.0,10,0,150,True,2,2,"Paan Corner, Personal Care"
Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,160.0,144.0,10,4,300,False,2,2,"Paan Corner, Personal Care"
Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation,160.0,104.0,35,3,80,False,2,2,"Paan Corner, Personal Care"
Colgate Gentle Sensitive+ Toothbrush Pack Of 4,120.0,108.0,10,4,232,False,2,2,"Paan Corner, Personal Care"
Colgate Herbal Toothpaste,114.0,93.0,18,2,200,False,2,2,"Paan Corner, Personal Care"
Colgate Kids 0-2 Extra Soft Tooth Brush,30.0,25.0,16,6,58,False,2,2,"Paan Corner, Personal Care"
Colgate Kids 2+ Years Extra Soft Toothbrush,20.0,20.0,0,3,58,False,2,2,"Paan Corner, Personal Care"
"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",93.0,88.0,5,6,80,False,2,2,"Paan Corner, Personal Care"
Colgate Max Fresh Cooling Crystals Toothpaste,101.0,95.0,5,2,150,False,2,2,"Paan Corner, Personal Care"
Colgate Max Fresh Peppermint Toothpaste,182.0,154.0,15,6,300,False,2,2,"Paan Corner, Personal Care"
Colgate Max Fresh Plax Mouthwash - Fresh Mint,150.0,120.0,20,5,250,False,2,2,"Paan Corner, Personal Care"
Colgate Plax Peppermint Mouthwash,150.0,120.0,20,5,250,False,2,2,"Paan Corner, Personal Care"
Colgate Sensitive Everyday Protection Anticavity Toothpaste,75.0,75.0,0,6,40,False,2,2,"Paan Corner, Personal Care"
Colgate Sensitive Plus Anticavity Toothpaste,140.0,126.0,10,6,70,False,2,2,"Paan Corner, Personal Care"
Colgate Sensitive Plus Enamel Toothpaste Tube,140.0,140.0,0,6,160,False,2,2,"Paan Corner, Personal Care"
Colgate Sensitive Soft Bristles Toothbrush,50.0,50.0,0,6,58,False,2,2,"Paan Corner, Personal Care"
Colgate Slim Soft Charcoal Toothbrush,150.0,123.0,18,4,232,False,2,2,"Paan Corner, Personal Care"
Colgate Toothpaste For Kids Motu Oatlu,93.0,93.0,0,6,80,False,2,2,"Paan Corner, Personal Care"
Colgate Total 12 Whole Mouth Protection Toothpaste,120.0,108.0,10,6,120,False,2,2,"Paan Corner, Personal Care"
Colgate Total Charcoal Anticavity Toothpaste,110.0,99.0,10,3,120,False,2,2,"Paan Corner, Personal Care"
Colgate Visible White Toothpaste,115.0,103.0,10,6,100,False,2,2,"Paan Corner, Personal Care"
Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,99.0,99.0,0,6,232,False,2,2,"Paan Corner, Personal Care"
Colgate Zig Zag Toothbrush,120.0,120.0,0,3,348,False,2,2,"Paan Corner, Personal Care"
Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,99.0,99.0,0,6,232,False,2,2,"Paan Corner, Personal Care"
Comfy Baby Pants XL 12-17 kg,429.0,364.0,15,1,24,False,2,2,"Paan Corner, Personal Care"
